customer_id,cluster
1247,1
1249,2
1250,2
1251,2
1252,3
1253,0
1255,3
1256,2
1257,2
1258,2
1259,1
1261,4
1262,2
1263,2
1264,2
1265,2
1266,1
1268,3
1269,2
1271,2
1272,2
1273,1
1274,2
1275,3
1277,2
1278,2
1279,2
1280,1
1281,2
1282,0
1283,3
1284,1
1285,2
1286,3
1289,4
1290,2
1291,1
1292,1
1293,1
1294,0
1295,3
1296,3
1297,1
1298,2
1299,0
1300,2
1301,4
1302,2
1303,0
1304,0
1305,2
1306,2
1307,2
1310,4
1311,2
1312,3
1313,4
1314,1
1315,0
1316,2
1317,2
1318,2
1320,2
1321,2
1322,1
1323,1
1324,3
1326,3
1327,2
1328,2
1329,1
1330,2
1331,1
1332,2
1333,3
1334,2
1335,3
1336,4
1338,3
1339,0
1340,1
1341,4
1342,4
1343,2
1344,1
1345,2
1346,3
1347,4
1348,2
1349,1
1350,3
1351,1
1352,0
1353,4
1354,2
1355,2
1356,2
1357,2
1358,3
1359,2
1360,1
1361,2
1362,2
1363,3
1364,4
1365,3
1366,0
1367,2
1368,3
1370,2
1371,4
1373,2
1374,3
1376,1
1377,4
1378,2
1379,2
1380,2
1381,2
1383,2
1387,4
1388,2
1389,2
1390,1
1391,3
1392,1
1393,2
1394,1
1396,4
1397,1
1398,1
1399,2
1400,1
1401,1
1402,1
1403,3
1404,2
1405,1
1406,1
1407,0
1408,0
1409,0
1411,2
1412,3
1413,3
1414,2
1415,2
1416,3
1417,2
1418,4
1419,4
1420,4
1421,4
1422,4
1423,4
1424,2
1426,2
1427,2
1428,1
1429,4
1430,1
1431,2
1432,4
1433,2
1434,2
1435,1
1436,0
1437,3
1438,2
1439,3
1440,2
1441,2
1442,4
1443,3
1444,1
1447,2
1448,3
1450,3
1451,4
1452,1
1453,0
1454,3
1456,1
1460,2
1461,1
1462,2
1463,3
1465,3
1466,2
1467,4
1468,0
1469,3
1471,4
1472,2
1474,0
1475,0
1476,2
1477,4
1478,1
1479,4
1480,1
1481,2
1483,1
1484,2
1485,2
1486,2
1487,2
1488,1
1489,1
1490,0
1491,2
1492,3
1495,2
1496,2
1497,0
1498,1
1499,1
1500,3
1501,2
1502,2
1503,1
1504,2
1505,2
1506,3
1507,1
1510,2
1511,3
1512,1
1513,0
1514,2
1516,2
1517,2
1518,1
1519,1
1520,1
1522,2
1523,2
1524,2
1526,1
1527,4
1528,3
1529,4
1530,0
1531,2
1532,2
1533,1
1534,2
1535,2
1536,2
1537,4
1538,2
1539,4
1541,3
1542,4
1543,2
1544,4
1546,2
1547,4
1550,3
1551,2
1552,4
1553,4
1555,1
1556,0
1557,0
1558,4
1559,1
1560,1
1561,2
1562,2
1564,2
1565,1
1566,2
1568,1
1570,0
1571,2
1572,0
1575,2
1579,2
1580,1
1581,0
1583,1
1584,2
1585,1
1586,3
1587,1
1590,2
1591,3
1592,3
1593,0
1595,2
1596,4
1597,2
1598,1
1599,2
1600,4
1601,3
1602,2
1603,3
1604,1
1605,0
1606,2
1607,3
1608,3
1609,1
1610,4
1611,2
1612,4
1613,2
1614,4
1615,2
1616,2
1618,2
1619,2
1620,1
1621,1
1622,1
1623,2
1625,2
1626,2
1627,1
1628,2
1629,1
1631,4
1633,2
1635,0
1636,3
1637,2
1638,2
1639,2
1641,2
1642,1
1643,1
1644,2
1646,1
1647,0
1649,2
1650,2
1651,3
1652,4
1653,1
1655,2
1657,3
1658,2
1659,1
1660,3
1661,2
1662,2
1665,4
1666,2
1667,2
1668,2
1669,0
1670,3
1671,1
1672,1
1673,2
1674,2
1675,1
1676,1
1677,1
1678,2
1679,0
1681,3
1682,2
1683,2
1684,2
1685,2
1686,1
1687,1
1688,3
1689,3
1690,1
1691,2
1692,2
1693,0
1694,2
1695,2
1696,4
1698,3
1699,2
1700,1
1701,3
1702,0
1703,2
1704,1
1705,1
1707,0
1708,2
1709,2
1710,2
1711,2
1712,2
1714,2
1715,1
1716,4
1717,0
1718,2
1719,3
1720,2
1721,3
1722,1
1723,1
1724,1
1726,0
1727,1
1728,4
1729,1
1730,0
1731,2
1732,1
1733,2
1734,4
1735,2
1736,1
1737,4
1738,1
1739,2
1741,2
1742,1
1744,0
1746,2
1747,2
1749,2
1750,3
1751,4
1752,4
1753,1
1754,0
1755,4
1756,1
1757,1
1758,2
1759,1
1760,2
1761,1
1762,2
1763,2
1764,2
1765,2
1766,4
1767,1
1768,2
1769,0
1770,2
1771,2
1772,3
1773,2
1774,3
1775,3
1776,2
1778,3
1779,3
1780,1
1781,2
1782,2
1783,0
1784,3
1785,2
1786,2
1787,2
1788,2
1789,4
1790,4
1791,2
1792,2
1793,2
1794,3
1795,1
1796,2
1797,2
1798,0
1799,2
1800,3
1801,0
1803,1
1804,2
1805,2
1806,2
1807,4
1808,1
1809,2
1810,1
1811,2
1813,0
1814,4
1816,2
1818,2
1820,1
1821,2
1824,1
1825,2
1828,0
1829,2
1830,2
1831,1
1832,2
1833,2
1834,2
1835,0
1836,3
1837,1
1838,2
1839,1
1840,2
1841,2
1842,2
1844,2
1845,3
1846,2
1848,3
1849,0
1850,0
1851,2
1853,2
1854,2
1856,1
1857,3
1858,2
1859,3
1860,2
1861,2
1863,2
1864,2
1865,2
1866,4
1867,1
1869,0
1870,2
1871,3
1872,2
1874,1
1876,0
1877,4
1878,1
1880,2
1881,2
1882,3
1883,4
1884,4
1886,1
1887,2
1888,2
1889,1
1890,2
1891,1
1892,2
1893,1
1896,0
1897,2
1898,2
1899,0
1900,0
1901,0
1903,1
1904,1
1905,2
1906,3
1908,0
1909,3
1910,3
1911,0
1912,2
1914,2
1915,2
1917,2
1918,3
1920,3
1922,0
1923,2
1924,3
1925,3
1926,0
1927,1
1928,3
1929,2
1930,4
1931,1
1932,1
1933,4
1936,1
1939,0
1940,2
1941,0
1942,2
1943,4
1944,1
1945,2
1946,4
1948,4
1949,1
1950,2
1951,0
1952,1
1953,2
1954,0
1955,4
1956,2
1957,1
1958,2
1959,4
1962,1
1963,3
1964,4
1965,3
1967,3
1969,1
1970,2
1971,1
1972,2
1973,2
1974,2
1975,4
1976,2
1977,3
1979,3
1980,1
1981,1
1982,2
1983,2
1984,4
1985,2
1986,1
1987,1
1990,2
1991,2
1992,2
1993,2
1994,2
1995,1
1996,2
1998,0
1999,1
2000,2
2001,0
2002,2
2004,1
2005,0
2006,2
2007,4
2008,2
2009,1
2010,0
2011,0
2012,0
2013,2
2014,2
2015,4
2016,1
2017,0
2018,2
2019,3
2020,1
2021,2
2022,0
2023,2
2024,2
2025,4
2026,2
2027,1
2028,2
2029,4
2030,2
2031,4
2032,1
2033,2
2034,0
2035,1
2037,1
2038,2
2039,1
2040,2
2041,2
2042,2
2043,4
2044,1
2045,0
2046,1
2047,2
2048,4
2049,2
2051,2
2052,1
2053,0
2055,2
2056,3
2058,1
2059,1
2061,1
2062,2
2063,3
2064,2
2065,0
2066,2
2067,2
2068,4
2069,3
2070,2
2071,2
2072,1
2075,1
2076,1
2077,2
2078,2
2081,1
2082,2
2083,3
2084,2
2085,1
2086,2
2087,4
2089,3
2090,3
2091,1
2093,2
2094,1
2095,2
2098,4
2099,2
2100,2
2101,0
2102,1
2103,2
2104,2
2105,0
2107,2
2108,1
2109,4
2110,2
2111,2
2112,3
2113,4
2114,2
2116,0
2117,1
2118,2
2119,2
2120,1
2121,1
2123,2
2124,1
2125,1
2126,3
2127,2
2128,1
2129,1
2130,2
2132,3
2133,0
2134,0
2135,0
2137,1
2138,3
2139,0
2140,2
2141,3
2142,2
2143,0
2144,0
2146,3
2148,2
2149,3
2150,4
2151,2
2154,1
2155,4
2156,2
2157,4
2158,1
2159,3
2160,0
2161,4
2162,2
2163,1
2164,2
2165,1
2166,2
2167,2
2168,1
2169,2
2170,3
2171,2
2172,4
2173,2
2174,1
2175,1
2176,2
2177,1
2178,3
2179,1
2181,3
2182,1
2185,2
2186,2
2187,1
2188,1
2189,1
2190,2
2191,4
2192,1
2193,2
2195,2
2196,0
2197,2
2199,2
2200,3
2202,3
2203,3
2204,2
2205,1
2206,2
2207,3
2209,1
2210,2
2212,1
2213,3
2214,1
2215,1
2216,2
2217,1
2218,2
2219,3
2222,0
2223,1
2224,1
2225,3
2226,1
2227,0
2228,0
2231,2
2232,2
2233,1
2234,2
2236,2
2237,3
2238,2
2239,0
2240,2
2242,1
2243,1
2244,2
2246,2
2247,3
2248,2
2249,1
2250,1
2251,1
2252,4
2253,1
2254,0
2255,1
2256,2
2257,4
2259,1
2261,2
2262,3
2263,2
2265,2
2266,1
2267,3
2268,0
2269,3
2271,1
2272,3
2273,2
2274,3
2275,0
2276,4
2277,3
2278,2
2279,0
2280,2
2281,4
2285,4
2286,1
2288,2
2289,2
2290,1
2291,3
2292,3
2293,2
2294,0
2295,3
2296,3
2297,2
2299,2
2302,3
2303,0
2304,4
2305,1
2306,1
2307,2
2309,2
2310,4
2311,0
2312,3
2313,2
2314,0
2315,1
2316,2
2317,3
2318,2
2319,2
2320,1
2321,0
2323,1
2325,2
2326,1
2327,2
2328,0
2329,1
2330,2
2331,0
2332,0
2333,1
2334,4
2336,2
2337,0
2338,0
2339,2
2340,2
2341,0
2342,0
2343,2
2344,3
2345,2
2346,2
2347,2
2348,1
2349,2
2351,3
2352,3
2353,2
2354,0
2355,2
2356,4
2357,3
2358,2
2359,2
2360,4
2361,1
2363,2
2364,1
2365,3
2366,2
2367,2
2368,0
2369,2
2370,3
2372,2
2373,2
2376,2
2377,2
2378,2
2379,1
2380,2
2381,3
2382,2
2384,2
2385,0
2386,1
2387,1
2388,2
2389,0
2390,3
2392,3
2393,2
2394,0
2395,2
2397,2
2398,1
2399,1
2401,0
2402,2
2403,2
2404,2
2405,0
2406,1
2407,3
2408,2
2409,2
2410,2
2411,2
2412,3
2413,0
2414,1
2415,3
2416,2
2417,2
2418,1
2419,2
2420,2
2421,1
2422,2
2423,3
2424,0
2425,2
2426,4
2427,2
2428,2
2431,0
2432,2
2433,1
2435,2
2437,1
2438,2
2439,2
2441,1
2442,3
2443,2
2445,2
2446,2
2447,2
2448,2
2451,2
2452,2
2453,2
2456,3
2457,1
2458,1
2459,1
2462,2
2463,2
2464,1
2465,2
2466,4
2467,1
2468,0
2469,2
2470,1
2471,1
2472,4
2473,2
2474,2
2475,4
2476,1
2478,4
2479,1
2480,3
2481,3
2482,2
2483,2
2484,4
2485,2
2486,3
2487,4
2488,2
2490,2
2491,2
2492,2
2494,4
2495,1
2496,1
2498,0
2499,4
2500,1
2501,2
2502,3
2503,1
2504,2
2505,0
2506,2
2507,2
2508,0
2509,1
2511,1
2512,1
2513,3
2514,2
2515,1
2517,2
2518,2
2520,3
2521,2
2522,2
2524,1
2525,1
2526,3
2528,4
2529,1
2530,3
2531,2
2533,0
2534,1
2536,2
2538,1
2541,2
2542,4
2543,3
2544,3
2545,1
2546,2
2547,3
2548,2
2549,2
2550,2
2552,2
2553,1
2554,1
2555,3
2556,1
2557,1
2558,3
2559,3
2560,3
2561,1
2562,2
2564,2
2565,1
2566,2
2567,0
2569,2
2570,2
2572,2
2573,2
2575,0
2576,0
2577,2
2580,1
2581,2
2582,1
2583,0
2584,2
2586,3
2587,2
2588,2
2589,1
2590,4
2591,2
2592,0
2593,2
2594,1
2596,3
2597,2
2598,0
2599,2
2600,3
2601,2
2602,1
2603,3
2604,4
2605,3
2606,1
2607,3
2608,3
2610,2
2611,2
2612,2
2613,0
2614,2
2615,0
2616,2
2617,2
2618,4
2619,2
2621,3
2622,3
2624,1
2625,2
2626,2
2627,1
2628,0
2629,2
2630,2
2631,2
2632,0
2633,1
2634,0
2635,1
2636,3
2637,3
2638,1
2639,2
2640,2
2641,1
2642,1
2643,2
2644,2
2645,2
2646,3
2647,2
2648,2
2649,1
2650,3
2651,4
2652,2
2653,2
2654,2
2655,2
2656,3
2657,1
2658,2
2659,2
2660,0
2661,1
2662,0
2663,2
2664,2
2665,4
2667,2
2668,1
2669,1
2670,0
2671,3
2672,2
2674,1
2675,2
2676,4
2677,2
2678,2
2680,0
2681,3
2682,3
2683,2
2684,1
2685,2
2686,0
2690,3
2692,2
2693,1
2694,2
2695,2
2696,1
2697,2
2698,4
2699,1
2700,0
2701,2
2702,2
2703,2
2704,2
2705,2
2706,4
2707,2
2708,3
2709,1
2710,3
2711,2
2712,2
2713,0
2715,3
2716,2
2717,2
2718,3
2719,3
2720,1
2721,1
2722,0
2723,1
2724,0
2725,1
2727,2
2728,2
2729,2
2730,2
2732,0
2733,2
2734,1
2735,3
2736,4
2737,2
2738,4
2739,0
2740,2
2741,1
2742,1
2743,2
2745,2
2746,1
2747,2
2750,1
2751,2
2752,1
2754,2
2756,1
2757,1
2759,3
2760,3
2761,1
2762,3
2764,2
2766,2
2768,2
2769,2
2770,2
2771,2
2772,0
2774,1
2775,3
2777,3
2778,1
2779,2
2780,3
2782,2
2784,4
2786,4
2787,1
2788,1
2789,0
2790,2
2792,3
2793,1
2794,4
2796,0
2797,1
2798,2
2799,2
2800,3
2801,1
2802,2
2803,1
2804,0
2806,1
2807,2
2808,4
2809,1
2810,1
2811,2
2812,2
2813,3
2814,2
2815,2
2818,1
2819,3
2820,2
2821,4
2822,3
2823,3
2824,2
2826,3
2827,2
2828,3
2829,2
2830,2
2832,1
2833,0
2834,1
2835,1
2836,1
2837,2
2838,1
2840,1
2841,3
2842,1
2843,2
2844,4
2846,3
2847,2
2848,0
2849,2
2850,2
2851,2
2852,2
2853,1
2854,4
2855,0
2856,0
2858,1
2860,1
2861,1
2863,3
2864,1
2865,2
2866,2
2867,3
2869,2
2870,1
2874,1
2875,2
2877,1
2878,1
2879,1
2880,0
2881,3
2882,1
2883,0
2884,3
2885,2
2886,2
2887,3
2888,2
2890,4
2892,2
2893,2
2894,3
2896,1
2897,1
2899,3
2900,2
2901,2
2902,1
2903,2
2904,1
2905,3
2906,2
2907,2
2908,0
2909,2
2910,3
2911,3
2912,2
2913,2
2914,2
2916,2
2917,3
2918,1
2919,0
2920,0
2921,2
2922,2
2923,1
2925,1
2926,1
2927,0
2929,2
2930,2
2932,3
2933,2
2934,1
2935,1
2936,1
2938,2
2939,2
2940,1
2942,2
2943,2
2944,3
2945,3
2946,1
2947,3
2948,2
2949,3
2951,2
2952,0
2953,3
2954,1
2955,3
2956,2
2957,0
2958,1
2959,1
2960,4
2961,2
2962,3
2963,0
2965,2
2966,3
2967,3
2969,3
2972,3
2974,3
2975,3
2976,3
2977,2
2978,4
2980,3
2981,2
2982,2
2984,1
2985,2
2986,2
2987,2
2988,0
2989,3
2991,2
2992,2
2993,4
2994,2
2995,2
2996,1
2997,1
2998,2
2999,3
3000,4
3001,3
3002,2
3003,2
3004,3
3005,1
3007,2
3008,1
3009,2
3010,1
3011,4
3012,2
3013,1
3015,2
3017,2
3019,0
3020,2
3021,1
3024,2
3025,1
3026,3
3028,2
3029,2
3030,4
3031,0
3032,1
3033,1
3034,1
3035,2
3036,2
3037,4
3038,3
3039,2
3040,1
3041,2
3042,2
3043,3
3044,3
3045,1
3046,2
3048,1
3049,1
3050,2
3051,0
3052,3
3053,2
3054,3
3055,2
3056,4
3057,4
3058,0
3059,2
3060,3
3061,3
3062,1
3063,0
3064,2
3065,1
3066,0
3067,1
3068,1
3069,2
3070,2
3071,1
3072,0
3073,2
3074,2
3075,0
3076,3
3079,2
3080,2
3081,4
3082,4
3083,2
3084,2
3085,2
3086,4
3087,1
3088,2
3089,2
3090,3
3091,3
3092,2
3093,2
3094,2
3095,3
3096,1
3097,2
3098,1
3099,3
3100,2
3101,2
3105,3
3106,1
3107,4
3110,3
3112,2
3113,4
3114,2
3115,1
3116,1
3117,1
3118,0
3119,0
3120,2
3121,3
3122,2
3123,2
3124,3
3125,0
3126,2
3128,1
3129,4
3130,2
3131,1
3132,1
3133,2
3135,2
3136,3
3138,1
3139,3
3140,2
3142,0
3143,2
3146,2
3147,3
3149,1
3150,2
3151,4
3154,2
3155,2
3156,1
3157,3
3158,0
3159,2
3160,2
3161,2
3162,2
3163,1
3164,0
3165,0
3167,0
3168,1
3169,4
3170,1
3171,1
3172,4
3173,2
3175,2
3176,2
3177,2
3178,0
3179,1
3180,4
3183,2
3184,4
3185,1
3186,2
3187,2
3188,2
3189,2
3190,3
3191,2
3192,2
3193,2
3194,1
3196,1
3197,2
3198,2
3199,4
3200,2
3201,4
3202,1
3204,2
3205,2
3206,1
3207,2
3209,2
3211,2
3213,1
3214,3
3215,2
3216,2
3217,0
3219,0
3220,1
3221,0
3223,1
3224,4
3225,2
3226,2
3227,2
3230,2
3231,3
3232,0
3234,1
3235,1
3236,3
3237,1
3238,0
3239,1
3240,3
3241,2
3242,1
3243,2
3244,4
3245,1
3246,2
3247,2
3248,1
3249,2
3250,1
3251,4
3252,2
3253,0
3255,1
3256,2
3258,3
3259,2
3260,2
3262,2
3263,2
3264,0
3265,4
3266,3
3267,3
3269,2
3270,0
3271,1
3272,2
3273,1
3274,3
3275,1
3276,1
3278,1
3279,1
3280,3
3282,2
3283,0
3285,3
3286,2
3287,2
3288,2
3289,2
3291,2
3293,4
3294,2
3295,2
3296,2
3297,4
3298,2
3299,2
3300,3
3301,1
3303,3
3304,3
3306,0
3307,2
3309,1
3310,0
3311,2
3312,2
3314,2
3315,2
3316,2
3317,2
3319,1
3320,2
3321,0
3322,1
3323,3
3324,4
3325,2
3326,0
3327,0
3328,2
3329,4
3330,1
3332,4
3333,3
3334,3
3335,2
3336,1
3337,0
3338,4
3339,3
3340,4
3341,0
3342,1
3343,2
3344,2
3345,2
3346,4
3347,2
3348,2
3349,2
3350,0
3352,3
3353,3
3354,2
3356,2
3357,2
3358,2
3359,1
3360,3
3361,2
3362,1
3363,2
3364,2
3365,2
3366,3
3367,2
3369,0
3370,1
3371,1
3372,2
3374,4
3376,3
3377,2
3378,2
3379,3
3381,2
3382,0
3383,1
3384,4
3387,4
3388,3
3389,3
3390,2
3391,2
3392,1
3393,2
3395,2
3396,4
3397,2
3398,1
3399,3
3400,4
3401,1
3402,1
3403,2
3404,2
3405,0
3406,2
3407,2
3408,1
3410,3
3411,1
3412,3
3413,2
3414,1
3415,2
3416,4
3418,2
3419,3
3421,4
3422,3
3423,3
3425,0
3426,2
3427,2
3428,0
3430,2
3431,2
3432,3
3433,2
3434,1
3435,0
3437,1
3438,4
3440,2
3441,2
3442,3
3443,1
3444,2
3445,2
3446,2
3447,2
3448,1
3449,2
3451,1
3452,1
3453,2
3454,3
3455,1
3456,0
3458,0
3459,3
3460,1
3461,3
3463,3
3464,3
3465,2
3466,2
3467,2
3468,4
3469,2
3470,2
3471,2
3472,3
3473,2
3474,2
3475,2
3476,2
3477,2
3478,4
3479,2
3481,2
3482,3
3483,2
3484,2
3485,1
3486,3
3488,1
3489,1
3490,2
3491,2
3492,3
3493,2
3494,3
3495,3
3496,1
3497,2
3498,2
3501,0
3502,2
3504,3
3505,2
3507,2
3508,2
3509,2
3511,2
3513,1
3514,2
3515,2
3516,1
3517,2
3518,4
3519,3
3520,1
3521,2
3522,2
3523,0
3524,4
3525,0
3526,2
3527,0
3528,4
3529,1
3530,2
3532,2
3533,2
3534,2
3535,2
3536,1
3537,0
3538,2
3539,1
3540,0
3541,2
3542,2
3543,1
3544,1
3546,2
3547,1
3548,2
3550,1
3551,3
3552,2
3553,3
3554,2
3555,0
3556,2
3557,2
3558,2
3560,2
3561,3
3562,2
